Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
198,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,18790690,16.8,16.3
199,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,24732397,15.6,16.2
199,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,21686831,15.6,16.2
200,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,14337851,16.2,16.1
200,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,15213773,16.2,16.1
201,International Journal of Extreme Manufacturing,INT J EXTREME MANUF,26318644,14.4,16.1
201,International Journal of Extreme Manufacturing,INT J EXTREME MANUF,26317990,14.4,16.1
202,ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,00018686,16.4,15.9
202,ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,18733727,16.4,15.9
203,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,13687646,18.1,15.8
203,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,15322084,18.1,15.8
204,Nature Plants,NAT PLANTS,2055026X,17.1,15.8
204,Nature Plants,NAT PLANTS,20550278,17.1,15.8
205,Science Translational Medicine,SCI TRANSL MED,19466234,16.9,15.8
205,Science Translational Medicine,SCI TRANSL MED,19466242,16.9,15.8
206,ACS Nano,ACS NANO,19360851,16.2,15.8
206,ACS Nano,ACS NANO,1936086X,16.2,15.8
207,Journal of Magnesium and Alloys,J MAGNES ALLOY,22139567,14.8,15.8
208,Annual Review of Physiology,ANNU REV PHYSIOL,00664278,22.9,15.7
208,Annual Review of Physiology,ANNU REV PHYSIOL,15451585,22.9,15.7
209,Nature Geoscience,NAT GEOSCI,17520894,18.8,15.7
209,Nature Geoscience,NAT GEOSCI,17520908,18.8,15.7
210,PhotoniX,PHOTONIX,26621991,16.8,15.7
211,JAMA Surgery,JAMA SURG,21686254,16.3,15.7
211,JAMA Surgery,JAMA SURG,21686262,16.3,15.7
212,Chinese Journal of Catalysis,CHINESE J CATAL,02539837,11.5,15.7
212,Chinese Journal of Catalysis,CHINESE J CATAL,18722067,11.5,15.7
213,Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,25152459,19.1,15.6
213,Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,25152467,19.1,15.6
214,Journal of Innovation & Knowledge,J INNOV KNOWL,25307614,14.6,15.6
214,Journal of Innovation & Knowledge,J INNOV KNOWL,2444569X,14.6,15.6
215,Journal of Extracellular Vesicles,J EXTRACELL VESICLES,20013078,19.6,15.5
216,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,15435938,18.9,15.5
216,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,15452050,18.9,15.5
217,Lancet Haematology,LANCET HAEMATOL,23523026,16.3,15.4
218,SmartMat,SMARTMAT,27668525,15.8,15.3
218,SmartMat,SMARTMAT,2688819X,15.8,15.3
219,Opto-Electronic Advances,OPTO-ELECTRON ADV,20964579,11.4,15.3
220,IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,23299266,10.3,15.3
220,IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,23299274,10.3,15.3
221,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,0169409X,17.6,15.2
221,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,18728294,17.6,15.2
222,One Earth,ONE EARTH,25903330,18.1,15.1
222,One Earth,ONE EARTH,25903322,18.1,15.1
223,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,0002953X,17.7,15.1
223,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,15357228,17.7,15.1
224,TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,09242244,16.4,15.1
224,TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,18793053,16.4,15.1
225,Annual Review of Medicine,ANNU REV MED,00664219,14.4,15.1
225,Annual Review of Medicine,ANNU REV MED,1545326X,14.4,15.1
226,Annual Review of Entomology,ANNU REV ENTOMOL,00664170,21.6,15
226,Annual Review of Entomology,ANNU REV ENTOMOL,15454487,21.6,15
227,eTransportation,ETRANSPORTATION,25901168,17.4,15
228,Environmental Chemistry Letters,ENVIRON CHEM LETT,16103653,15.1,15
228,Environmental Chemistry Letters,ENVIRON CHEM LETT,16103661,15.1,15
229,Lancet Rheumatology,LANCET RHEUMATOL,26659913,14.7,15
230,Molecular Neurodegeneration,MOL NEURODEGENER,17501326,16.7,14.9
231,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,13554786,17.2,14.8
231,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,14602369,17.2,14.8
232,JAMA Cardiology,JAMA CARDIOL,23806583,16,14.8
232,JAMA Cardiology,JAMA CARDIOL,23806591,16,14.8
233,Energy Material Advances,ENERGY MATER ADV,20971133,14.9,14.8
233,Energy Material Advances,ENERGY MATER ADV,26927640,14.9,14.8
234,DIABETES CARE,DIABETES CARE,01495992,14.1,14.8
234,DIABETES CARE,DIABETES CARE,19355548,14.1,14.8
235,KIDNEY INTERNATIONAL,KIDNEY INT,00852538,13.3,14.8
235,KIDNEY INTERNATIONAL,KIDNEY INT,15231755,13.3,14.8
236,Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,15401405,12.3,14.8
236,Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,15401413,12.3,14.8
237,Neuron,NEURON,08966273,16.9,14.7
237,Neuron,NEURON,10974199,16.9,14.7
238,Information Fusion,INFORM FUSION,15662535,16.1,14.7
238,Information Fusion,INFORM FUSION,18726305,16.1,14.7
239,Nature Communications,NAT COMMUN,20411723,16.1,14.7
240,Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,22113835,14.1,14.7
240,Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,22113843,14.1,14.7
241,Autophagy,AUTOPHAGY,15548627,16.8,14.6
241,Autophagy,AUTOPHAGY,15548635,16.8,14.6
242,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,01662236,15,14.6
242,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,1878108X,15,14.6
243,Molecular Cell,MOL CELL,10972765,16.6,14.5
243,Molecular Cell,MOL CELL,10974164,16.6,14.5
244,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,01466410,13.2,14.5
244,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,18732224,13.2,14.5
245,Journal of the American Chemical Society,J AM CHEM SOC,00027863,14.8,14.4
245,Journal of the American Chemical Society,J AM CHEM SOC,15205126,14.8,14.4
246,Biofuel Research Journal-BRJ,BIOFUEL RES J,22928782,10,14.4
247,Academy of Management Annals,ACAD MANAG ANN,19416520,25.1,14.3
247,Academy of Management Annals,ACAD MANAG ANN,19416067,25.1,14.3
248,Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,23270608,24.4,14.3
248,Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,23270616,24.4,14.3
249,Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,19475454,18.5,14.3
249,Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,19475462,18.5,14.3
250,Trends in Cancer,TRENDS CANCER,24058025,17.1,14.3
250,Trends in Cancer,TRENDS CANCER,24058033,17.1,14.3
251,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,01677799,16.8,14.3
251,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,18793096,16.8,14.3
252,Advanced Science,ADV SCI,21983844,16.3,14.3
253,Annual Review of Marine Science,ANNU REV MAR SCI,19411405,15.5,14.3
253,Annual Review of Marine Science,ANNU REV MAR SCI,19410611,15.5,14.3
254,EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,00461520,15.1,14.3
254,EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,15326985,15.1,14.3
255,Bone Research,BONE RES,20954700,14.8,14.3
255,Bone Research,BONE RES,20956231,14.8,14.3
256,JOURNAL OF INFECTION,J INFECTION,01634453,12.2,14.3
256,JOURNAL OF INFECTION,J INFECTION,15322742,12.2,14.3
257,STUDIES IN MYCOLOGY,STUD MYCOL,01660616,17.7,14.1
257,STUDIES IN MYCOLOGY,STUD MYCOL,18729797,17.7,14.1
258,Trends in Chemistry,TRENDS CHEM,25895974,17.7,14
259,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,0966842X,17,14
259,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,18784380,17,14
260,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,01637827,15.7,14
260,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,18732194,15.7,14
261,Accounts of Materials Research,ACCOUNTS MATER RES,26436728,14.1,14
262,Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,26664984,13.2,14
263,Journal of Energy Chemistry,J ENERGY CHEM,20954956,12.3,14
264,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,08906955,11.7,14
264,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,18792170,11.7,14
265,IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,23798858,11.2,14
265,IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,23798904,11.2,14
266,Clinical and Molecular Hepatology,CLIN MOL HEPATOL,22872728,9.6,14
266,Clinical and Molecular Hepatology,CLIN MOL HEPATOL,2287285X,9.6,14
267,Nature Ecology & Evolution,NAT ECOL EVOL,2397334X,16.5,13.9
268,Aggregate,AGGREGATE,26924560,14.9,13.9
269,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,01656147,14.3,13.9
269,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,18733735,14.3,13.9
270,Small Structures,SMALL STRUCT,26884062,13.7,13.9
271,Microbiome,MICROBIOME,20492618,17.9,13.8
272,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,07338716,13.1,13.8
272,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,15580008,13.1,13.8
273,CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,02727358,15.3,13.7
273,CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,18737811,15.3,13.7
274,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,13509047,13.7,13.7
274,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,14765403,13.7,13.7
275,Physics of Life Reviews,PHYS LIFE REV,15710645,11.3,13.7
275,Physics of Life Reviews,PHYS LIFE REV,18731457,11.3,13.7
276,Protein & Cell,PROTEIN CELL,1674800X,17.7,13.6
276,Protein & Cell,PROTEIN CELL,16748018,17.7,13.6
277,Lancet Regional Health-Europe,LANCET REG HEALTH-EU,26667762,13.6,13.6
278,Energy Economics,ENERG ECON,01409883,12.4,13.6
278,Energy Economics,ENERG ECON,18736181,12.4,13.6
279,TRENDS IN GENETICS,TRENDS GENET,01689525,11.9,13.6
279,TRENDS IN GENETICS,TRENDS GENET,13624555,11.9,13.6
280,Lancet Healthy Longevity,LANCET HEALTH LONGEV,26667568,13.8,13.4
281,Nano Convergence,NANO CONVERG,21965404,10.7,13.4
282,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,00219738,14.6,13.3
282,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,15588238,14.6,13.3
283,Computer Science Review,COMPUT SCI REV,15740137,13.3,13.3
283,Computer Science Review,COMPUT SCI REV,18767745,13.3,13.3
284,Chemical Engineering Journal,CHEM ENG J,13858947,13.2,13.3
284,Chemical Engineering Journal,CHEM ENG J,18733212,13.2,13.3
285,Nano Today,NANO TODAY,17480132,14.6,13.2
285,Nano Today,NANO TODAY,1878044X,14.6,13.2
286,Nature Protocols,NAT PROTOC,17542189,17.4,13.1
286,Nature Protocols,NAT PROTOC,17502799,17.4,13.1
287,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,14714906,16,13.1
287,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,14714981,16,13.1
288,Biochar,BIOCHAR,25247972,14.4,13.1
288,Biochar,BIOCHAR,25247867,14.4,13.1
289,OPHTHALMOLOGY,OPHTHALMOLOGY,01616420,12.4,13.1
289,OPHTHALMOLOGY,OPHTHALMOLOGY,15494713,12.4,13.1
290,TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,09628924,19.5,13
290,TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,18793088,19.5,13
291,Alzheimers & Dementia,ALZHEIMERS DEMENT,15525260,16,13
291,Alzheimers & Dementia,ALZHEIMERS DEMENT,15525279,16,13
292,Cell Discovery,CELL DISCOV,20565968,14.8,13
293,Energy & Environmental Materials,ENERGY ENVIRON MATER,25750356,14.1,13
294,Small,SMALL,16136810,13.5,13
294,Small,SMALL,16136829,13.5,13
295,Advances in Applied Energy,ADV APPL ENERGY,26667924,13.1,13
296,DRUGS,DRUGS,00126667,11.4,13
296,DRUGS,DRUGS,11791950,11.4,13
297,Journal of Ocean Engineering and Science,J OCEAN ENG SCI,24680133,8.5,13
298,HEPATOLOGY,HEPATOLOGY,02709139,15.5,12.9
298,HEPATOLOGY,HEPATOLOGY,15273350,15.5,12.9
299,Nature Chemical Biology,NAT CHEM BIOL,15524450,14.7,12.9
299,Nature Chemical Biology,NAT CHEM BIOL,15524469,14.7,12.9
300,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,00401625,13,12.9
300,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,18735509,13,12.9
301,Nature Astronomy,NAT ASTRON,23973366,12.8,12.9
302,Blood Cancer Journal,BLOOD CANCER J,20445385,11,12.9
303,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,13895567,14.9,12.8
303,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,18732739,14.9,12.8
304,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,14714914,13.7,12.8
304,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,1471499X,13.7,12.8
305,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,1936878X,13.4,12.8
305,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,18767591,13.4,12.8
306,Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,15239829,13.2,12.8
306,Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,15454274,13.2,12.8
307,BIOMATERIALS,BIOMATERIALS,01429612,13.1,12.8
307,BIOMATERIALS,BIOMATERIALS,18785905,13.1,12.8
308,Med,MED-CAMBRIDGE,26666340,12.6,12.8
309,Lancet HIV,LANCET HIV,23523018,11.8,12.8
310,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,01909622,11.5,12.8
310,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,10976787,11.5,12.8
311,LEUKEMIA,LEUKEMIA,08876924,10.5,12.8
311,LEUKEMIA,LEUKEMIA,14765551,10.5,12.8
312,ACS Central Science,ACS CENTRAL SCI,23747943,15.8,12.7
312,ACS Central Science,ACS CENTRAL SCI,23747951,15.8,12.7
313,COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,13598368,11.1,12.7
313,COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,18791069,11.1,12.7
314,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,00221007,14.1,12.6
314,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,15409538,14.1,12.6
315,Annual Review of Nutrition,ANNU REV NUTR,01999885,12.9,12.6
315,Annual Review of Nutrition,ANNU REV NUTR,15454312,12.9,12.6
316,Nano Materials Science,NANO MATER SCI,20966482,12.4,12.6
316,Nano Materials Science,NANO MATER SCI,25899651,12.4,12.6
317,ALLERGY,ALLERGY,01054538,11.8,12.6
317,ALLERGY,ALLERGY,13989995,11.8,12.6
318,Business Strategy and the Environment,BUS STRATEG ENVIRON,09644733,14,12.5
318,Business Strategy and the Environment,BUS STRATEG ENVIRON,10990836,14,12.5
319,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,15459993,13.1,12.5
319,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,15459985,13.1,12.5
320,AGEING RESEARCH REVIEWS,AGEING RES REV,15681637,13,12.5
320,AGEING RESEARCH REVIEWS,AGEING RES REV,18729649,13,12.5
321,Communications in Transportation Research,COMMUN TRANSP RES,27724247,12.5,12.5
322,Analytic Methods in Accident Research,ANAL METHODS ACCID R,22136657,12.3,12.5
322,Analytic Methods in Accident Research,ANAL METHODS ACCID R,22136665,12.3,12.5
323,CANCER RESEARCH,CANCER RES,00085472,11.6,12.5
323,CANCER RESEARCH,CANCER RES,15387445,11.6,12.5
324,International Journal of Surgery,INT J SURG,17439191,8.9,12.5
324,International Journal of Surgery,INT J SURG,17439159,8.9,12.5
325,npj Digital Medicine,NPJ DIGIT MED,23986352,15.2,12.4
326,Theranostics,THERANOSTICS,18387640,12,12.4
327,Resources Environment and Sustainability,RESOUR ENVIRON SUST,26669161,11.9,12.4
328,AMERICAN PSYCHOLOGIST,AM PSYCHOL,0003066X,15.5,12.3
328,AMERICAN PSYCHOLOGIST,AM PSYCHOL,1935990X,15.5,12.3
329,npj Flexible Electronics,NPJ FLEX ELECTRON,23974621,13,12.3
330,Applied Computing and Informatics,APPL COMPUT INFORM,26341964,0,12.3
330,Applied Computing and Informatics,APPL COMPUT INFORM,22108327,0,12.3
331,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,13590286,13.3,12.2
331,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,18790348,13.3,12.2
332,Applied Mechanics Reviews,APPL MECH REV,00036900,13.1,12.2
332,Applied Mechanics Reviews,APPL MECH REV,23790407,13.1,12.2
333,Materials Horizons,MATER HORIZ,20516347,12.5,12.2
333,Materials Horizons,MATER HORIZ,20516355,12.5,12.2
334,Gut Microbes,GUT MICROBES,19490976,12.3,12.2
334,Gut Microbes,GUT MICROBES,19490984,12.3,12.2
335,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,03043894,11.9,12.2
335,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,18733336,11.9,12.2
336,JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,02786125,11.3,12.2
336,JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,18786642,11.3,12.2
337,Annual Review of Biochemistry,ANNU REV BIOCHEM,00664154,22.3,12.1
337,Annual Review of Biochemistry,ANNU REV BIOCHEM,15454509,22.3,12.1
338,Nature Reviews Urology,NAT REV UROL,17594812,15.2,12.1
338,Nature Reviews Urology,NAT REV UROL,17594820,15.2,12.1
339,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,07349750,14.6,12.1
339,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,18731899,14.6,12.1
340,Annual Review of Neuroscience,ANNU REV NEUROSCI,0147006X,14.3,12.1
340,Annual Review of Neuroscience,ANNU REV NEUROSCI,15454126,14.3,12.1
341,RADIOLOGY,RADIOLOGY,00338419,13.4,12.1
342,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,1044579X,13.2,12.1
342,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,10963650,13.2,12.1
343,MOLECULAR THERAPY,MOL THER,15250016,11.8,12.1
343,MOLECULAR THERAPY,MOL THER,15250024,11.8,12.1
344,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,15414337,15.9,12
345,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,01637258,12.5,12
345,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,1879016X,12.5,12
346,Materials Futures,MATER FUTURES,27525724,12,12
347,Nature Computational Science,NAT COMPUT SCI,26628457,12,12
348,JACC: CardioOncology,JACC-CARDIOONCOL,26660873,11.7,12
349,Applied Physics Reviews,APPL PHYS REV,19319401,16.5,11.9
350,Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,19368623,11.3,11.9
350,Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,19368631,11.3,11.9
351,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,01659936,12.7,11.8
351,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,18793142,12.7,11.8
352,Energy Materials,ENERGY MATER-US,27705900,12,11.8
353,GigaScience,GIGASCIENCE,2047217X,9.4,11.8
354,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089778X,15.5,11.7
354,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,19410026,15.5,11.7
355,Annual Review of Physical Chemistry,ANNU REV PHYS CHEM,0066426X,14.1,11.7
355,Annual Review of Physical Chemistry,ANNU REV PHYS CHEM,15451593,14.1,11.7
356,Science Advances,SCI ADV,23752548,13.7,11.7
357,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,15513203,11.4,11.7
357,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,19410050,11.4,11.7
358,JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,19368798,10.6,11.7
358,JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,18767605,10.6,11.7
359,NEW ASTRONOMY REVIEWS,NEW ASTRON REV,13876473,9.7,11.7
359,NEW ASTRONOMY REVIEWS,NEW ASTRON REV,18729630,9.7,11.7
360,International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,20952686,8.4,11.7
360,International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,22126066,8.4,11.7
361,Cell Reports Medicine,CELL REP MED,26663791,0,11.7
362,Qualitative Psychology,QUAL PSYCHOL,23263601,0,11.7
362,Qualitative Psychology,QUAL PSYCHOL,23263598,0,11.7
363,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,09205691,14.5,11.6
363,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,15731405,14.5,11.6
364,BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,03063674,14.4,11.6
364,BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,14730480,14.4,11.6
365,Physical Review X,PHYS REV X,21603308,12.9,11.6
366,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,09680004,12.5,11.6
366,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,13624326,12.5,11.6
367,Liver Cancer,LIVER CANCER,22351795,12.3,11.6
367,Liver Cancer,LIVER CANCER,16645553,12.3,11.6
368,Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,15423565,11.3,11.6
368,Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,15427714,11.3,11.6
369,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,00220515,15,11.5
369,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,23288175,15,11.5
370,JOURNAL OF MARKETING,J MARKETING,00222429,15,11.5
370,JOURNAL OF MARKETING,J MARKETING,15477185,15,11.5
371,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,03760421,13.7,11.5
371,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,18731724,13.7,11.5
372,Progress in Energy,PROG ENERGY,25161083,11.7,11.5
373,Blood Cancer Discovery,BLOOD CANCER DISCOV,26433230,11.1,11.5
373,Blood Cancer Discovery,BLOOD CANCER DISCOV,26433249,11.1,11.5
374,JAMA Dermatology,JAMA DERMATOL,21686068,10.6,11.5
374,JAMA Dermatology,JAMA DERMATOL,21686084,10.6,11.5
375,GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,16720229,10.3,11.5
375,GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,22103244,10.3,11.5
376,ENDOSCOPY,ENDOSCOPY,0013726X,10.1,11.5
376,ENDOSCOPY,ENDOSCOPY,14388812,10.1,11.5
377,Industrial and Organizational Psychology-Perspectives on Science and Practice,IND ORGAN PSYCHOL-US,17549426,10,11.5
377,Industrial and Organizational Psychology-Perspectives on Science and Practice,IND ORGAN PSYCHOL-US,17549434,10,11.5
378,Chem Catalysis,CHEM CATALYSIS,26671093,0,11.5
379,Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,10810706,14.7,11.4
379,Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,15308995,14.7,11.4
380,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,10643389,14.3,11.4
380,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,15476537,14.3,11.4
381,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,10432760,12.3,11.4
381,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,18793061,12.3,11.4
382,WATER RESEARCH,WATER RES,00431354,12.2,11.4
382,WATER RESEARCH,WATER RES,18792448,12.2,11.4
383,Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,23265191,11.4,11.4
383,Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,23265205,11.4,11.4
384,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,17569966,11.4,11.4
385,Journal of Advanced Research,J ADV RES,20901232,11,11.4
385,Journal of Advanced Research,J ADV RES,20901224,11,11.4
386,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,00916749,10.2,11.4
386,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,10976825,10.2,11.4
387,Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,00846597,14.2,11.3
387,Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,15454495,14.2,11.3
388,ACS Catalysis,ACS CATAL,21555435,12.6,11.3
389,ENDOCRINE PATHOLOGY,ENDOCR PATHOL,10463976,6,11.3
389,ENDOCRINE PATHOLOGY,ENDOCR PATHOL,15590097,6,11.3
390,Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,1543592X,16,11.2
390,Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,15452069,16,11.2
391,Annual Review of Control Robotics and Autonomous Systems,ANNU REV CONTR ROBOT,25735144,15.5,11.2
392,Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,03621642,12.9,11.2
